name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
tillamook oregon,2017-01-04,37.4,30.2,32.7,32.8,18.1,22.5,7.2,35.37,0,,0,,0,0,45,26.3,78.3,1020.6,39.5,9.6,,,,,2017-01-04T07:55:14,2017-01-04T16:46:06,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-01-05,41,23,32.8,37,18.6,26.2,6.2,36.4,0,,0,,0,0,27.7,19.5,83.3,1025.4,0,9.9,,,,,2017-01-05T07:55:06,2017-01-05T16:47:08,0.23,Clear,Clear conditions throughout the day.,clear-day,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-01-06,42.7,17.6,29.1,42.7,12.6,27.6,21.1,73.54,0,,0,,0,0,,5.8,117.5,1019.8,22.4,9.9,,,,,2017-01-06T07:54:55,2017-01-06T16:48:13,0.28,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-01-07,37.3,31.9,34.7,35.5,19.7,26.6,22.3,63.03,0.03,,25,,0,0,30,22.9,102.5,1012.7,96.1,9.6,,,,,2017-01-07T07:54:41,2017-01-07T16:49:19,0.35,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-01-08,44.5,35.5,41.7,41.2,29.7,36.6,37.7,85.93,0.95,,83.33,,0,0,39.1,29.8,154.1,1004.9,85.1,6.3,,,,,2017-01-08T07:54:24,2017-01-08T16:50:27,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-01-09,42.8,35.6,38.7,42.8,31.5,36.8,36,90.09,0.94,,95.83,,0,0,32.2,9.2,108.8,1005.4,81.7,6.5,,,,,2017-01-09T07:54:05,2017-01-09T16:51:36,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-01-10,44.5,35.6,38.9,41,30.7,36.3,35.5,87.94,0.51,,75,,0.74,0.74,17.2,9.2,118.3,999.6,77.2,8.7,,,,,2017-01-10T07:53:44,2017-01-10T16:52:47,0.47,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-01-11,42.7,32,35.6,42.7,28.5,34.1,32.4,88.29,0.02,,29.17,,0.44,1.18,18.3,9.2,162.5,1008.1,79.8,8.6,,,,,2017-01-11T07:53:20,2017-01-11T16:53:59,0.49,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-01-12,42.7,30.1,34.8,37.3,26.2,31.6,29.6,83,0,,0,,0,0.39,,10.2,182.1,1022.9,31,9.9,,,,,2017-01-12T07:52:53,2017-01-12T16:55:12,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-01-13,40.9,21.4,31.2,40.9,19.8,30.1,27.6,87.16,0,,0,,0,0,,5.8,175,1030.3,0.1,9.8,,,,,2017-01-13T07:52:24,2017-01-13T16:56:27,0.51,Clear,Clear conditions throughout the day.,clear-day,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-01-14,44.4,26.5,33.9,42.6,23,30.2,26,75.6,0,,0,,0,0,17.2,12.7,153.7,1028.8,0.1,9.9,,,,,2017-01-14T07:51:52,2017-01-14T16:57:43,0.53,Clear,Clear conditions throughout the day.,clear-day,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-01-15,48,28.2,34.6,47.2,26.3,33.9,28.7,81.08,0,,0,,0,0,,9.1,132,1027.2,0,9.9,,,,,2017-01-15T07:51:18,2017-01-15T16:59:00,0.56,Clear,Clear conditions throughout the day.,clear-day,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-01-16,55.2,31.9,40.6,55.2,31.9,40.4,32.2,74.49,0,,0,,0,0,,4.7,65.9,1023.4,54.6,9.9,,,,,2017-01-16T07:50:41,2017-01-16T17:00:18,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-01-17,55.3,35.5,47.2,55.3,35.5,46.3,40.9,79.05,1.78,,54.17,,0,0,31.1,18.2,145.5,1010.5,79.3,6.8,,,,,2017-01-17T07:50:02,2017-01-17T17:01:37,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-01-18,57.1,46.4,52.7,57.1,41.1,51.8,48.5,85.69,1.08,,100,,0,0,50.6,33.2,162.6,996,84.6,6,,,,,2017-01-18T07:49:20,2017-01-18T17:02:57,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-01-19,50,44.6,47.6,48.3,38.7,44.5,42.7,83.14,0.34,,54.17,,0,0,28.9,20.7,138.8,1000.4,76.6,8.7,,,,,2017-01-19T07:48:36,2017-01-19T17:04:18,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-01-20,51.7,42.8,46.4,51.7,35.8,44.1,38.8,75.45,0.04,,37.5,,0,0,20.8,13.8,98.7,987.3,88.1,9.3,,,,,2017-01-20T07:47:50,2017-01-20T17:05:40,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-01-21,48.2,41,44.4,46.4,39.1,42.9,40.1,84.98,0.19,,70.83,,0,0,27.7,12.7,99.7,995.4,75.8,8.7,,,,,2017-01-21T07:47:02,2017-01-21T17:07:03,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-01-22,48.2,37.4,44.6,45.1,34.3,40.7,36.3,73.09,0.13,,41.67,,0,0,35,18.2,129,999.1,60.6,9.6,,,,,2017-01-22T07:46:11,2017-01-22T17:08:26,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-01-23,51.8,32,39.7,51.8,30.9,38.7,33.2,79.77,0,,0,,0,0,,8,173.1,1008.3,40.6,9.9,,,,,2017-01-23T07:45:18,2017-01-23T17:09:50,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-01-24,48.2,28.4,37.9,48.2,28.4,37.9,34.7,88.86,0,,0,,0,0,,0,60,1020.5,39.9,9.5,,,,,2017-01-24T07:44:23,2017-01-24T17:11:14,0.95,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-01-25,48.2,37.4,41.8,47.3,37.4,41.7,38.7,89.01,0,,0,,0,0,,3.3,53.7,1025.6,79.8,9.1,,,,,2017-01-25T07:43:26,2017-01-25T17:12:39,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-01-26,50,37.4,43.3,50,37.4,43,40.8,91.32,0.01,,4.17,,0,0,,5.8,112.5,1032.9,73.6,7.7,,,,,2017-01-26T07:42:27,2017-01-26T17:14:05,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-01-27,55.3,32,41,55.3,32,41.1,36.7,86.1,0,,0,,0,0,,0,120,1037.4,4.4,8.8,,,,,2017-01-27T07:41:25,2017-01-27T17:15:31,1,Clear,Clear conditions throughout the day.,clear-day,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-01-28,55.3,33.8,42,55.3,33.8,42,37.2,84.32,0,,0,,0,0,,0,149.8,1036.4,0.1,9.9,,,,,2017-01-28T07:40:22,2017-01-28T17:16:57,0,Clear,Clear conditions throughout the day.,clear-day,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-01-29,49.9,33.8,42,49.9,33.8,42,39.2,90.43,0.05,,16.67,,0,0,,0,164.8,1032.9,50.3,7.7,,,,,2017-01-29T07:39:17,2017-01-29T17:18:24,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-01-30,50,41,44.2,50,41,44.2,42.5,93.94,0.01,,4.17,,0,0,,3.3,48.6,1026.3,80.2,4.7,,,,,2017-01-30T07:38:10,2017-01-30T17:19:51,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-01-31,50,35.6,42.9,50,33.6,42,35.5,76.72,0,,0,,0,0,,8,116.9,1022.9,43.9,9.3,,,,,2017-01-31T07:37:00,2017-01-31T17:21:18,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-02-01,41,37.4,38.9,33.6,27.8,30.8,17.7,43.15,0,,0,,0,0,35.8,21.9,50,1020.2,13.3,9.9,,,,,2017-02-01T07:35:49,2017-02-01T17:22:45,0.11,Clear,Clear conditions throughout the day.,clear-day,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-02-02,42.8,35.6,38.4,35.8,23.4,28.5,19.4,47.99,0.06,,16.67,,0,0,35.7,27.6,42.1,1017.2,61.6,9.6,,,,,2017-02-02T07:34:36,2017-02-02T17:24:13,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-02-03,49.9,35.6,43.3,47.6,24.8,38.2,37.6,80.42,0.19,,75,,0,0,28.9,19.6,134.7,1002.8,37.8,7.9,,,,,2017-02-03T07:33:22,2017-02-03T17:25:41,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-02-04,51.8,44.6,48.4,51.8,37.8,45.1,45.1,88.4,1.29,,100,,0,0,34.4,24.1,195,1005.6,78.9,5.3,,,,,2017-02-04T07:32:06,2017-02-04T17:27:08,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-02-05,44.6,32,37.1,42.8,28.9,35.5,35.5,93.79,2.17,,100,,0,0,,12.7,249.6,1000.1,86.9,3.7,,,,,2017-02-05T07:30:47,2017-02-05T17:28:36,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-02-06,42.8,32,37,41.1,27.1,32.9,34,89.55,0.36,,58.33,,0,0,23,17.2,158.7,1002.1,63.3,8.4,,,,,2017-02-06T07:29:28,2017-02-06T17:30:04,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-02-07,44.5,32,37.9,43.2,28.9,36.3,34.3,87.08,0,,25,,0,0,,9.1,146,1006.5,74.2,8.8,,,,,2017-02-07T07:28:06,2017-02-07T17:31:32,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-02-08,49.9,37.4,44.3,49.9,35.8,43,42.2,92.07,1.84,,100,,0,0,,10.2,117.2,1009.3,89.3,4.2,,,,,2017-02-08T07:26:44,2017-02-08T17:33:00,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-02-09,59,48.2,54,59,43.3,53.2,49.5,84.6,1.44,,70.83,,0,0,48.2,28.7,186.2,998.3,84,5.3,,,,,2017-02-09T07:25:19,2017-02-09T17:34:27,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-02-10,50,37.4,45.1,44.6,36.2,41.2,38.5,78.44,0.23,,79.17,,0,0,29.9,21.8,215.6,1014,74.5,9,,,,,2017-02-10T07:23:53,2017-02-10T17:35:55,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-02-11,50,33.8,40.4,48.4,33.8,40.3,36.3,86.33,0.02,,4.17,,0,0,,4.7,173.2,1031.4,30.7,8.7,,,,,2017-02-11T07:22:26,2017-02-11T17:37:22,0.5,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-02-12,51.8,32,39.3,51.8,32,39.3,35.5,87.81,0,,0,,0,0,,0.1,329.8,1029.4,6.2,9.4,,,,,2017-02-12T07:20:57,2017-02-12T17:38:50,0.52,Clear,Clear conditions throughout the day.,clear-day,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-02-13,60.8,32,42.7,60.8,28.8,42.1,34.5,78.31,0,,0,,0,0,16.1,14.9,212.9,1023,0,9.9,,,,,2017-02-13T07:19:27,2017-02-13T17:40:17,0.53,Clear,Clear conditions throughout the day.,clear-day,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-02-14,60.7,33.8,46,60.7,29.5,45.5,37.3,74.81,0.08,,20.83,,0,0,,8,171.2,1018,44.6,9.8,,,,,2017-02-14T07:17:56,2017-02-14T17:41:44,0.56,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-02-15,59,49.9,54.5,59,49.3,54.5,50.4,86.07,1.36,,100,,0,0,36.8,22.8,118.2,1005.8,85.1,5.7,,,,,2017-02-15T07:16:23,2017-02-15T17:43:11,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-02-16,53.6,44.6,49.3,53.6,42.9,48.3,46.9,91.36,0.83,,91.67,,0,0,33.3,19.6,167.5,1001.1,80.7,6.8,,,,,2017-02-16T07:14:49,2017-02-16T17:44:37,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-02-17,53.6,41,46.7,53.6,39.1,46.6,42.7,86.67,0.01,,4.17,,0,0,16.1,10.3,253.3,1002,29.7,8.1,,,,,2017-02-17T07:13:14,2017-02-17T17:46:03,0.69,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-02-18,48.2,41,44.1,45.6,40,42.7,42,92.33,0.22,,54.17,,0,0,,9.2,212.1,997,79.4,8.2,,,,,2017-02-18T07:11:38,2017-02-18T17:47:30,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-02-19,44.6,40.5,42.9,44.6,32.6,39,39.3,87.07,1.35,,91.67,,0,0,29.6,17.2,116.4,999.7,84.8,6.6,,,,,2017-02-19T07:10:01,2017-02-19T17:48:55,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-02-20,48.2,41,44.3,48.2,39.2,43.2,42.1,92.06,0.43,,79.17,,0,0,23,9.2,188,1002.2,83.3,7.8,,,,,2017-02-20T07:08:22,2017-02-20T17:50:21,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-02-21,48.2,39.2,44.3,44.6,39.2,42.6,39,82.39,0.08,,66.67,,0,0,20.8,13.8,300,1013,73.4,8.1,,,,,2017-02-21T07:06:43,2017-02-21T17:51:46,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-02-22,46.4,32,38.1,42.8,32,37.2,34.5,87.82,0.04,,25,,0,0,,9.1,199.1,1023.1,64.3,7.6,,,,,2017-02-22T07:05:02,2017-02-22T17:53:11,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-02-23,44.6,30.2,35.7,42.8,28.9,34.5,32.4,89.25,0.08,,16.67,,0,0,,10.2,150.3,1024.7,61.6,8.4,,,,,2017-02-23T07:03:21,2017-02-23T17:54:36,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-02-24,41,32,36.5,41,28.9,34.6,33.4,88.93,0.22,,37.5,,0,0,19.7,8.1,92.6,1022.3,82.1,8.9,,,,,2017-02-24T07:01:39,2017-02-24T17:56:00,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-02-25,46.4,30.2,38.3,46.4,28.9,37.4,33.6,84.3,0,,0,,0,0,,11.3,246.3,1022.3,51.7,8.8,,,,,2017-02-25T06:59:55,2017-02-25T17:57:25,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-02-26,42.8,30.3,37.9,42.8,26.9,35,34.9,89.11,0.59,,54.17,,0,0,37.8,10.3,144.5,1008.1,65.6,8.1,,,,,2017-02-26T06:58:11,2017-02-26T17:58:48,1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-02-27,42.8,30.3,37.1,41,28.9,34.7,34.6,90.8,0.3,,66.67,,0,0,24.2,17.1,267.7,1009.8,64.8,9.3,,,,,2017-02-27T06:56:26,2017-02-27T18:00:12,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-02-28,50,33.8,41.2,47.2,33.8,39.4,36.1,83.14,0.11,,25,,0,0,19.7,14.9,273.1,1020.1,47,9.6,,,,,2017-02-28T06:54:41,2017-02-28T18:01:35,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-03-01,50,41,45.1,48.4,39.2,43.2,41.1,86.45,0.19,,37.5,,0,0,,10.3,231.1,1030.9,79.8,9.5,,,,,2017-03-01T06:52:54,2017-03-01T18:02:58,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-03-02,50,41,44.6,46.7,39.7,42.1,41.5,89.06,0.1,,37.5,,0,0,17.2,12.7,154,1028.1,87.5,7.8,,,,,2017-03-02T06:51:07,2017-03-02T18:04:21,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-03-03,50,37.4,46.6,45.9,33.7,41.7,42.9,87.21,0.7,,58.33,,0,0,26.4,18.3,178.7,1015.4,84.5,7.2,,,,,2017-03-03T06:49:19,2017-03-03T18:05:44,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-03-04,44.6,33.8,38.8,42.8,30.6,35.7,35.2,87.23,0.55,,54.17,,0,0,32.2,10.3,139,1005.8,79.3,8.4,,,,,2017-03-04T06:47:31,2017-03-04T18:07:06,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-03-05,41,33.8,37.3,37.4,29.2,32.9,33.7,86.94,0.35,,87.5,,0,0,29.8,15,163.9,1003,70,8.5,,,,,2017-03-05T06:45:42,2017-03-05T18:08:28,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-03-06,44.6,32,37.9,42,26.4,35.3,33.8,85.6,0.3,,70.83,,0,0,24.2,10.3,203.8,1014.1,74.9,9.1,,,,,2017-03-06T06:43:52,2017-03-06T18:09:49,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-03-07,50,39.2,44.4,46.4,35.7,40.6,41.6,89.99,1.21,,79.17,,0,0,36.9,24,156.9,1016.1,86.2,4.8,,,,,2017-03-07T06:42:02,2017-03-07T18:11:11,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-03-08,48.2,42.8,45.3,47.3,42.8,45.2,43.4,92.94,0.52,,50,,0,0,,5.8,198.7,1021,86.2,6.1,,,,,2017-03-08T06:40:12,2017-03-08T18:12:32,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-03-09,55.4,44.6,49.9,55.4,43.2,49.6,47.7,92.5,0.82,,79.17,,0,0,36.8,24.1,163.1,1017.7,88.2,4.5,,,,,2017-03-09T06:38:20,2017-03-09T18:13:53,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-03-10,51.9,42.8,48.4,51.9,41.2,47.1,44.5,86.65,0.05,,16.67,,0,0,32.2,23,254.7,1022.3,68.4,6.6,,,,,2017-03-10T06:36:29,2017-03-10T18:15:13,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-03-11,53.6,41,47.5,53.6,38,46.6,45.1,91.39,0.67,,58.33,,0,0,26.4,16.1,183.6,1019.4,67.1,6.2,,,,,2017-03-11T06:34:37,2017-03-11T18:16:34,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-03-12,62.6,46.4,52,62.6,45.3,51.7,45.8,80.96,0.01,,4.35,,0,0,,9.1,123.4,1024.6,60.8,9.3,,,,,2017-03-12T07:32:45,2017-03-12T19:17:54,0.5,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-03-13,53.6,50,52.2,53.6,50,52.2,49.4,90.35,0.85,,62.5,,0,0,,10.2,109.6,1019.2,93.2,6.7,,,,,2017-03-13T07:30:52,2017-03-13T19:19:14,0.51,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-03-14,59,51.8,54.1,59,51.8,54.1,51.8,91.91,1.39,,87.5,,0,0,31.1,16,132.2,1014.4,89.8,5,,,,,2017-03-14T07:28:59,2017-03-14T19:20:33,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-03-15,53.6,42.8,50.8,53.6,40,50.3,48.1,90.8,1.39,,83.33,,0,0,30.5,17.2,127.2,1012.8,82.5,4.6,,,,,2017-03-15T07:27:06,2017-03-15T19:21:53,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-03-16,51.8,37.4,44.2,51.8,35,43.1,36.9,76.98,0.02,,8.33,,0,0,,9.1,186.5,1024.7,52.6,9.8,,,,,2017-03-16T07:25:13,2017-03-16T19:23:12,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-03-17,53.5,32,43.2,53.5,27.4,42.3,40.8,91.73,0.81,,58.33,,0,0,16.1,11.3,116.6,1015.6,63.2,7.2,,,,,2017-03-17T07:23:19,2017-03-17T19:24:32,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-03-18,55.4,35.6,46.6,55.4,35,43.8,41.6,83.68,0.76,,58.33,,0,0,29.9,20.7,235.6,1012.7,70.2,6.9,,,,,2017-03-18T07:21:25,2017-03-18T19:25:51,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-03-19,55.4,32,41.9,55.4,32,41.7,32.7,73.94,0,,0,,0,0,16.1,12.7,228.3,1022.2,15.6,9,,,,,2017-03-19T07:19:31,2017-03-19T19:27:09,0.7,Clear,Clear conditions throughout the day.,clear-day,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
tillamook oregon,2017-03-20,51.8,35.6,45.4,51.8,29.9,42.7,38.3,77.43,0.19,,41.67,,0,0,27.7,16,108.1,1013.1,65.7,8.8,,,,,2017-03-20T07:17:37,2017-03-20T19:28:28,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHIO,KTMK,KMMV,72020200118,72688194273,72698694261"
